0.581	6.004	2.1974	19.1	20.3
0.581	5.961	2.0869	19.1	20.5
0.581	5.856	1.9444	19.1	17.3
0.581	5.879	2.0063	19.1	18.8
0.581	5.986	1.9929	19.1	21.4
0.581	5.613	1.7572	19.1	15.7
0.624	5.693	1.7883	21.2	16.2
0.624	6.431	1.8125	21.2	18
0.624	5.637	1.9799	21.2	14.3
0.624	6.458	2.1185	21.2	19.2
0.624	6.326	2.271	21.2	19.6
0.624	6.372	2.3274	21.2	23
0.624	5.822	2.4699	21.2	18.4
0.624	5.757	2.346	21.2	15.6
0.624	6.335	2.1107	21.2	18.1
0.624	5.942	1.9669	21.2	17.4
0.624	6.454	1.8498	21.2	17.1
0.624	5.857	1.6686	21.2	13.3
0.624	6.151	1.6687	21.2	17.8
0.624	6.174	1.6119	21.2	14
0.624	5.019	1.4394	21.2	14.4
0.871	5.403	1.3216	14.7	13.4
0.871	5.468	1.4118	14.7	15.6
0.871	4.903	1.3459	14.7	11.8
0.871	6.13	1.4191	14.7	13.8
0.871	5.628	1.5166	14.7	15.6
0.871	4.926	1.4608	14.7	14.6
0.871	5.186	1.5296	14.7	17.8
0.871	5.597	1.5257	14.7	15.4
0.871	6.122	1.618	14.7	21.5
0.871	5.404	1.5916	14.7	19.6
0.871	5.012	1.6102	14.7	15.3
0.871	5.709	1.6232	14.7	19.4
0.871	6.129	1.7494	14.7	17
0.871	6.152	1.7455	14.7	15.6
0.871	5.272	1.7364	14.7	13.1
0.605	6.943	1.8773	14.7	41.3
0.605	6.066	1.7573	14.7	24.3
0.871	6.51	1.7659	14.7	23.3
0.605	6.25	1.7984	14.7	27
0.605	7.489	1.9709	14.7	50
0.605	7.802	2.0407	14.7	50
0.605	8.375	2.162	14.7	50
0.605	5.854	2.422	14.7	22.7
0.605	6.101	2.2834	14.7	25
0.605	7.929	2.0459	14.7	50
0.605	5.877	2.4259	14.7	23.8
0.605	6.319	2.1	14.7	23.8
0.605	6.402	2.2625	14.7	22.3
0.605	5.875	2.4259	14.7	17.4
0.605	5.88	2.3887	14.7	19.1
0.51	5.572	2.5961	16.6	23.1
0.51	6.416	2.6463	16.6	23.6
0.51	5.859	2.7019	16.6	22.6
0.51	6.546	3.1323	16.6	29.4
0.51	6.02	3.5549	16.6	23.2
0.51	6.315	3.3175	16.6	24.6
0.51	6.86	2.9153	16.6	29.9
0.488	6.98	2.829	17.8	37.2
0.488	7.765	2.741	17.8	39.8
0.488	6.144	2.5979	17.8	36.2
0.488	7.155	2.7006	17.8	37.9
0.488	6.563	2.847	17.8	32.5
0.488	5.604	2.9879	17.8	26.4
0.488	6.153	3.2797	17.8	29.6
0.488	7.831	3.1992	17.8	50
0.437	6.782	3.7886	15.2	32
0.437	6.556	4.5667	15.2	29.8
0.437	7.185	4.5667	15.2	34.9
0.437	6.951	6.4798	15.2	37
0.437	6.739	6.4798	15.2	30.5
0.437	7.178	6.4798	15.2	36.4
0.401	6.8	6.2196	15.6	31.1
0.401	6.604	6.2196	15.6	29.1
0.422	7.875	5.6484	14.4	50
0.404	7.287	7.309	12.6	33.3
0.404	7.107	7.309	12.6	30.3
0.404	7.274	7.309	12.6	34.6
0.403	6.975	7.6534	17	34.9
0.403	7.135	7.6534	17	32.9
0.415	6.162	6.27	14.7	24.1
0.415	7.61	6.27	14.7	42.3
0.4161	7.853	5.118	14.7	48.5
0.4161	8.034	5.118	14.7	50
0.489	5.891	3.9454	18.6	22.6
0.489	6.326	4.3549	18.6	24.4
0.489	5.783	4.3549	18.6	22.5
0.489	6.064	4.2392	18.6	24.4
0.489	5.344	3.875	18.6	20
0.489	5.96	3.8771	18.6	21.7
0.489	5.404	3.665	18.6	19.3
0.489	5.807	3.6526	18.6	22.4
0.489	6.375	3.9454	18.6	28.1
0.489	5.412	3.5875	18.6	23.7
0.489	6.182	3.9454	18.6	25
0.55	5.888	3.1121	16.4	23.3
0.55	6.642	3.4211	16.4	28.7
0.55	5.951	2.8893	16.4	21.5
0.55	6.373	3.3633	16.4	23
0.507	6.951	2.8617	17.4	26.7
0.507	6.164	3.048	17.4	21.7
0.507	6.879	3.2721	17.4	27.5
0.507	6.618	3.2721	17.4	30.1
0.504	8.266	2.8944	17.4	44.8
0.504	8.725	2.8944	17.4	50
0.504	8.04	3.2157	17.4	37.6
0.504	7.163	3.2157	17.4	31.6
0.504	7.686	3.3751	17.4	46.7
0.504	6.552	3.3751	17.4	31.5
0.504	5.981	3.6715	17.4	24.3
0.504	7.412	3.6715	17.4	31.7
0.507	8.337	3.8384	17.4	41.7
0.507	8.247	3.6519	17.4	48.3
0.507	6.726	3.6519	17.4	29
0.507	6.086	3.6519	17.4	24
0.507	6.631	4.148	17.4	25.1
0.507	7.358	4.148	17.4	31.5
0.428	6.481	6.1899	16.6	23.7
0.428	6.606	6.1899	16.6	23.3
0.428	6.897	6.3361	16.6	22
0.428	6.095	6.3361	16.6	20.1
0.428	6.358	7.0355	16.6	22.2
0.428	6.393	7.0355	16.6	23.7
0.431	5.593	7.9549	19.1	17.6
0.431	5.605	7.9549	19.1	18.5
0.431	6.108	8.0555	19.1	24.3
0.431	6.226	8.0555	19.1	20.5
0.431	6.433	7.8265	19.1	24.5
0.431	6.718	7.8265	19.1	26.2
0.431	6.487	7.3967	19.1	24.4
0.431	6.438	7.3967	19.1	24.8
0.431	6.957	8.9067	19.1	29.6
0.431	8.259	8.9067	19.1	42.8
0.392	6.108	9.2203	16.4	21.9
0.392	5.876	9.2203	16.4	20.9
0.394	7.454	6.3361	15.9	44
0.647	8.704	1.801	13	50
0.647	7.333	1.8946	13	36
0.647	6.842	2.0107	13	30.1
0.647	7.203	2.1121	13	33.8
0.647	7.52	2.1398	13	43.1
0.647	8.398	2.2885	13	48.8
0.647	7.327	2.0788	13	31
0.647	7.206	1.9301	13	36.5
0.647	5.56	1.9865	13	22.8
0.647	7.014	2.1329	13	30.7
0.575	8.297	2.4216	13	50
0.575	7.47	2.872	13	43.5
0.464	5.92	3.9175	18.6	20.7
0.464	5.856	4.429	18.6	21.1
0.464	6.24	4.429	18.6	25.2
0.464	6.538	3.9175	18.6	24.4
0.464	7.691	4.3665	18.6	35.2
0.447	6.758	4.0776	17.6	32.4
0.447	6.854	4.2673	17.6	32
0.447	7.267	4.7872	17.6	33.2
0.447	6.826	4.8628	17.6	33.1
0.447	6.482	4.1403	17.6	29.1
0.4429	6.812	4.1007	14.9	35.1
0.4429	7.82	4.6947	14.9	45.4
0.4429	6.968	5.2447	14.9	35.4
0.4429	7.645	5.2119	14.9	46
0.401	7.923	5.885	13.6	50
0.4	7.088	7.3073	15.3	32.2
0.389	6.453	7.3073	15.3	22
0.385	6.23	9.0892	18.2	20.1
0.405	6.209	7.3172	16.6	23.2
0.405	6.315	7.3172	16.6	22.3
0.405	6.565	7.3172	16.6	24.8
0.411	6.861	5.1167	19.2	28.5
0.411	7.148	5.1167	19.2	37.3
0.411	6.63	5.1167	19.2	27.9
0.437	6.127	5.5027	16	23.9
0.437	6.009	5.5027	16	21.7
0.437	6.678	5.9604	16	28.6
0.437	6.549	5.9604	16	27.1
0.437	5.79	6.32	16	20.3
0.4	6.345	7.8278	14.8	22.5
0.4	7.041	7.8278	14.8	29
0.4	6.871	7.8278	14.8	24.8
0.433	6.59	5.4917	16.1	22
0.433	6.495	5.4917	16.1	26.4
0.433	6.982	5.4917	16.1	33.1
0.472	7.236	4.022	18.4	36.1
0.472	6.616	3.37	18.4	28.4
0.472	7.42	3.0992	18.4	33.4
0.472	6.849	3.1827	18.4	28.2
0.544	6.635	3.3175	18.4	22.8
0.544	5.972	3.1025	18.4	20.3
0.544	4.973	2.5194	18.4	16.1
0.544	6.122	2.6403	18.4	22.1
0.544	6.023	2.834	18.4	19.4
0.544	6.266	3.2628	18.4	21.6
0.544	6.567	3.6023	18.4	23.8
0.544	5.705	3.945	18.4	16.2
0.544	5.914	3.9986	18.4	17.8
0.544	5.782	4.0317	18.4	19.8
0.544	6.382	3.5325	18.4	23.1
0.544	6.113	4.0019	18.4	21
0.493	6.426	4.5404	19.6	23.8
0.493	6.376	4.5404	19.6	23.1
0.493	6.041	4.7211	19.6	20.4
0.493	5.708	4.7211	19.6	18.5
0.493	6.415	4.7211	19.6	25
0.493	6.431	5.4159	19.6	24.6
0.493	6.312	5.4159	19.6	23
0.493	6.083	5.4159	19.6	22.2
0.46	5.868	5.2146	16.9	19.3
0.46	6.333	5.2146	16.9	22.6
0.46	6.144	5.8736	16.9	19.8
0.4379	5.706	6.6407	16.9	17.1
0.4379	6.031	6.6407	16.9	19.4
0.515	6.316	6.4584	20.2	22.2
0.515	6.31	6.4584	20.2	20.7
0.515	6.037	5.9853	20.2	21.1
0.515	5.869	5.2311	20.2	19.5
0.515	5.895	5.615	20.2	18.5
0.515	6.059	4.8122	20.2	20.6
0.515	5.985	4.8122	20.2	19
0.515	5.968	4.8122	20.2	18.7
0.442	7.241	7.0379	15.5	32.7
0.518	6.54	6.2669	15.9	16.5
0.484	6.696	5.7321	17.6	23.9
0.484	6.874	6.4654	17.6	31.2
0.442	6.014	8.0136	18.8	17.5
0.442	5.898	8.0136	18.8	17.2
0.429	6.516	8.5353	17.9	23.1
0.435	6.635	8.344	17	24.5
0.429	6.939	8.7921	19.7	26.6
0.429	6.49	8.7921	19.7	22.9
0.411	6.579	10.7103	18.3	24.1
0.411	5.884	10.7103	18.3	18.6
0.41	6.728	12.1265	17	30.1
0.413	5.663	10.5857	22	18.2
0.413	5.936	10.5857	22	20.6
0.77	6.212	2.1222	20.2	17.8
0.77	6.395	2.5052	20.2	21.7
0.77	6.127	2.7227	20.2	22.7
0.77	6.112	2.5091	20.2	22.6
0.77	6.398	2.5182	20.2	25
0.77	6.251	2.2955	20.2	19.9
0.77	5.362	2.1036	20.2	20.8
0.77	5.803	1.9047	20.2	16.8
0.718	8.78	1.9047	20.2	21.9
0.718	3.561	1.6132	20.2	27.5
0.718	4.963	1.7523	20.2	21.9
0.631	3.863	1.5106	20.2	23.1
0.631	4.97	1.3325	20.2	50
0.631	6.683	1.3567	20.2	50
0.631	7.016	1.2024	20.2	50
0.631	6.216	1.1691	20.2	50
0.668	5.875	1.1296	20.2	50
0.668	4.906	1.1742	20.2	13.8
0.668	4.138	1.137	20.2	13.8
0.671	7.313	1.3163	20.2	15
0.671	6.649	1.3449	20.2	13.9
0.671	6.794	1.358	20.2	13.3
0.671	6.38	1.3861	20.2	13.1
0.671	6.223	1.3861	20.2	10.2
0.671	6.968	1.4165	20.2	10.4
0.671	6.545	1.5192	20.2	10.9
0.7	5.536	1.5804	20.2	11.3
0.7	5.52	1.5331	20.2	12.3
0.7	4.368	1.4395	20.2	8.8
0.7	5.277	1.4261	20.2	7.2
0.7	4.652	1.4672	20.2	10.5
0.7	5	1.5184	20.2	7.4
0.7	4.88	1.5895	20.2	10.2
0.7	5.39	1.7281	20.2	11.5
0.7	5.713	1.9265	20.2	15.1
0.7	6.051	2.1678	20.2	23.2
0.7	5.036	1.77	20.2	9.7
0.693	6.193	1.7912	20.2	13.8
0.693	5.887	1.7821	20.2	12.7
0.693	6.471	1.7257	20.2	13.1
0.693	6.405	1.6768	20.2	12.5
0.693	5.747	1.6334	20.2	8.5
0.693	5.453	1.4896	20.2	5
0.693	5.852	1.5004	20.2	6.3
